         1955994 function calls (1948908 primitive calls) in 9.469 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:221(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:982(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 {built-in method setAttribute}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:656(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2815(set_axisbelow)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1755(draw_event)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\weakref.py:51(_cb)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:462(set_tight_layout)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:473(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        1    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\_collections_abc.py:349(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\_collections_abc.py:367(__subclasshook__)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:346(is_transform_set)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:1854(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\mathtext.py:3324(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\rcsetup.py:150(validate_bool)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:1004(get_label)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:519(set_constrained_layout_pads)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:750(get_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:625(destroy)
        3    0.000    0.000    0.000    0.000 {built-in method height}
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:200(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:755(get_fignums)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:1894(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3273(update)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:2067(sca)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2586(_get_axis_list)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2214(get_minpos)
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
       10    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:91(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:621(set_useMathText)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1269(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2708(notify_axes_change)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:862(get_position)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\copyreg.py:99(_slotnames)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3071(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\copy.py:258(_reconstruct)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:211(_get_required_interactive_framework)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1629(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1526(set_units)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\_pylab_helpers.py:124(set_active)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:557(_set_loc)
        1    0.000    0.000    0.006    0.006 <__array_function__ internals>:2(take)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1638(_init)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1832(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method x}
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:995(_argsort_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:32(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:212(get_path)
        4    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:234(cla)
        1    0.000    0.000    0.006    0.006 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:94(take)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:194(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\textpath.py:24(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:207(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1086(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:661(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 {built-in method left}
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1506(have_units)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\scale.py:44(__init__)
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method topLeft}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:798(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:1390(is_dashed)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:61(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1704(_fix_ipython_backend2gui)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2499(get_minpos)
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3265(_mean_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:194(update)
        2    0.000    0.000    0.000    0.000 {instance}
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\re.py:250(compile)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:921(fix_flags)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2029(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method setVisible}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_compile.py:595(isstring)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1812(_nonzero_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:552(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:963(minposx)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1831(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:289(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method math.copysign}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:112(isComplexType)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:223(_releaseLock)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:967(minposy)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\_pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3417(get_ybound)
        1    0.000    0.000    0.000    0.000 {built-in method setAllowedAreas}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:99(bubble)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:484(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:299(_setdefaults)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:980(_set_artist_props)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:496(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1056(_make_key)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:2015(_set_artist_props)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:422(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2486(_ptp_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:1094(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:716(get_remove_overlapping_locs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:125(_realType)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:596(set_snap)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:147(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:91(_entry_from_axes)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2333(mpl_disconnect)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\_pylab_helpers.py:56(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:174(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
        9    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\__init__.py:235(wrapper)
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1294(depth)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1730(_idle_draw_cntx)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:2167(<lambda>)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:43(bbox_artist)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:185(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\shape_base.py:20(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\rcsetup.py:200(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:319(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2569(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:622(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:1853(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:480(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method size}
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_compile.py:492(_get_charset_prefix)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:1213(mouseover)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3692(set_mutation_scale)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:565(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\numerictypes.py:232(obj2sctype)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:339(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1250(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3503(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\projections\__init__.py:44(get_projection_class)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:566(_get_loc)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:640(get_default_handler_map)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2658(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3128(get_xbound)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:772(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:801(null)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:475(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:614(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:1055(set_fontweight)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:480(get_constrained_layout)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:949(get_axes_locator)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1281(get_aspect)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1433(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\scale.py:80(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\shape_base.py:136(_atleast_3d_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:150(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3103(set_axis_on)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:189(_checkLevel)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1298(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:819(get_clip_path)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:100(set_width_ratios)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\widgets.py:35(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:378(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method width}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:160(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:53(_any)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2112(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:2163(add_axobserver)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:837(set_minimumdescent)
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\_collections_abc.py:302(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\shape_base.py:1243(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\weakref.py:73(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:894(set_clip_rectangle)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:940(set_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\copyreg.py:90(__newobj__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\threading.py:1395(main_thread)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\__init__.py:1180(get_backend)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:1897(tick_values)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:211(_normalize)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2249(use_sticky_edges)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2519(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3754(set_navigate)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:249(match)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:473(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1738(is_saving)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\projections\__init__.py:19(get_projection_class)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:593(get_window_extent)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3770(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\numeric.py:319(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\shape_base.py:1167(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:94(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:1024(get_zorder)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2083(inverted)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1059(fixitems)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1915(get_label_position)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3703(get_mutation_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3722(get_boxstyle)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:92(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:120(set_height_ratios)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:799(<dictcomp>)
