         1955994 function calls (1948908 primitive calls) in 9.469 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\cycler.py:349(by_key)
        2    0.000    0.000    0.003    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:1022(_find_best_position)
       62    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1222(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2613(get_matrix)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       25    0.000    0.000    0.003    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:1005(get_path)
       19    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:137(_get_aligned_offsets)
        8    0.000    0.000    0.002    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2278(tick_values)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:1218(set_markersize)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:250(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:87(_clip_dep_invoke_with_casting)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:1360(set_solid_capstyle)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:724(get_xaxis_text1_transform)
      156    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2291(<genexpr>)
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(column_stack)
      5/1    0.000    0.000    0.012    0.012 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:350(draw)
        1    0.000    0.000    0.082    0.082 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:434(__init__)
      525    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\font_manager.py:1181(score_variant)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:854(_translate_tick_kw)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1633(set_major_locator)
       44    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:1028(set_zorder)
      634    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1741(get_affine)
       96    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       50    0.000    0.000    0.002    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\font_manager.py:713(_from_any)
       11    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       34    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:229(get_rotation)
       14    0.000    0.000    0.000    0.000 c:/Users/chidi/OneDrive/Desktop/KUL/MAI/Sem 1/EA/Knapsack GA/Sln/Knapsack.py:130(elimination)
       26    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:938(_get_markerfacecolor)
       26    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\units.py:58(_is_natively_supported)
       50    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:926(set_color)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       14    0.000    0.000    0.000    0.000 c:/Users/chidi/OneDrive/Desktop/KUL/MAI/Sem 1/EA/Knapsack GA/Sln/Knapsack.py:132(<listcomp>)
       78    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:281(points_to_pixels)
        1    0.000    0.000    9.470    9.470 c:/Users/chidi/OneDrive/Desktop/KUL/MAI/Sem 1/EA/Knapsack GA/Sln/Knapsack.py:178(main)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\shape_base.py:24(atleast_1d)
      302    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:1043(sticky_edges)
        1    0.000    0.000    0.007    0.007 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2048(_update_label_position)
      111    0.000    0.000    0.000    0.000 {built-in method math.sin}
       95    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:332(_set_artist_props)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:309(xmin)
       33    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:806(from_bounds)
       13    0.000    0.000    0.003    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1345(_copy_tick_props)
       47    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(all)
        9    0.000    0.000    0.024    0.003 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2298(_get_tick)
      218    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:880(get_agg_filter)
       15    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:733(_set_tickleft)
      122    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\ntpath.py:34(_get_bothseps)
        4    0.000    0.000    0.002    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1285(get_minorticklocs)
      218    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:860(get_rasterized)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:753(_set_tickdown)
      280    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\numeric.py:71(_zeros_like_dispatcher)
        1    0.000    0.000    0.156    0.156 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1819(draw)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:486(set_pickradius)
       38    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:256(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3269(mean)
        1    0.000    0.000    0.000    0.000 {built-in method eraseRect}
       96    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1706(__array__)
      280    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\function_base.py:710(_copy_dispatcher)
       26    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\pathlib.py:145(splitroot)
      276    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        8    0.000    0.000    0.003    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2274(__call__)
      102    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:1111(set_y)
      154    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       48    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\scale.py:118(get_transform)
       48    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:1202(set_usetex)
       16    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       23    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:339(intervalx)
       19    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:243(__bool__)
       34    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:24(_wrap_text)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1333(_get_tick_label_size)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\path.py:572(get_extents)
        1    0.000    0.000    0.000    0.000 c:/Users/chidi/OneDrive/Desktop/KUL/MAI/Sem 1/EA/Knapsack GA/Sln/Knapsack.py:20(calcHeuristic)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:993(get_hatch_path)
       19    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:196(_set_labelrotation)
      231    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\font_manager.py:803(get_file)
       65    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:937(set_foreground)
      128    0.000    0.000    0.000    0.000 {built-in method math.radians}
       39    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2143(<lambda>)
      121    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:850(get_text)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\colors.py:197(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
        3    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       27    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:314(ymin)
      141    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\path.py:216(codes)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:524(apply_tickdir)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3216(set_xlim)
       16    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
      382    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\shape_base.py:78(_atleast_2d_dispatcher)
      114    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:260(<genexpr>)
       58    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\font_manager.py:746(__eq__)
       42    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       34    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1941(getter)
       40    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1500(get_matrix)
       63    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:69(<listcomp>)
       10    0.000    0.000    0.023    0.002 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2008(_get_tick)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2526(get_tick_space)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:245(_ptp)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:319(xmax)
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:59(_count_reduce_items)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\getlimits.py:366(__new__)
      158    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:582(formatter)
        2    0.000    0.000    0.054    0.027 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:899(set_clip_path)
        1    0.000    0.000    0.000    0.000 {built-in method activateWindow}
       17    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:692(_transform_path)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:1160(set_markeredgecolor)
       12    0.000    0.000    0.002    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:770(cla)
       11    0.000    0.000    0.002    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:131(draw_path)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:451(apply_tickdir)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:474(_get_data_path)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:966(set_url)
       11    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:456(set_capstyle)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:1022(set_antialiased)
      171    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1756(<listcomp>)
       43    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:680(get_path_effects)
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2446(autoscale_view)
       34    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:308(set_label2)
       42    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:1037(set_fontsize)
       15    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:739(_set_tickright)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:747(_set_tickup)
      283    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\multiarray.py:75(empty_like)
       60    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:438(_set_dpi)
       15    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2236(get_matrix)
        8    0.000    0.000    0.002    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:775(set_locs)
        2    0.000    0.000    0.003    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend_handler.py:89(legend_artist)
       54    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2055(transform)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:546(_set_artist_props)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:889(set_capstyle)
      105    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:857(<listcomp>)
    46/44    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2320(__eq__)
        6    0.000    0.000    0.004    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:228(set_clip_path)
       39    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:233(__next)
        2    0.000    0.000    0.002    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1956(add_line)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1649(set_minor_locator)
       32    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:573(locator)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:531(set_markevery)
       17    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:796(unit)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:962(set_linewidth)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:750(get_xaxis_text2_transform)
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:254(_update_dpi)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:826(get_yaxis_text2_transform)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:250(<listcomp>)
        2    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1982(_update_line_limits)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:106(_clip)
      114    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\path.py:247(should_simplify)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:867(set_alpha)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:240(_adjust_location)
       47    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:41(_amin)
        2    0.000    0.000    0.002    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:367(_plot_args)
        2    0.000    0.000    0.006    0.003 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3015(tick_params)
        4    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:31(__init__)
        1    0.000    0.000    0.000    0.000 {singleShot}
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:314(<listcomp>)
      112    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\cycler.py:227(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2490(ptp)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1912(clear)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2021(get_width_height)
       68    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:1216(get_usetex)
       39    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2118(__iter__)
        2    0.000    0.000    0.005    0.002 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_axes.py:1510(plot)
      131    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\font_manager.py:912(set_file)
       20    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:339(_set_facecolor)
        1    0.000    0.000    0.019    0.019 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:588(draw)
        1    0.000    0.000    0.000    0.000 c:/Users/chidi/OneDrive/Desktop/KUL/MAI/Sem 1/EA/Knapsack GA/Sln/Knapsack.py:12(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:313(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:847(set_size_inches)
     13/7    0.000    0.000    0.011    0.002 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:544(<listcomp>)
       40    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:649(viewLim)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\pathlib.py:714(__str__)
       16    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2096(__init__)
       34    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:295(set_label1)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:451(draw_idle)
       23    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:348(intervaly)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\path.py:617(intersects_bbox)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:1034(set_color)
       61    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\path.py:694(unit_rectangle)
    49/35    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2305(_invalidate_internal)
        8    0.000    0.000    0.000    0.000 {built-in method setToolTip}
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3199(_validate_converted_limits)
     13/5    0.000    0.000    0.010    0.002 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:339(get_extent)
       26    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:503(get_fillstyle)
    86/34    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\abc.py:100(__subclasscheck__)
    80/76    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:215(_ensure_position_is_set)
       61    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:174(getwidth)
      2/1    0.000    0.000    0.154    0.154 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\image.py:113(_draw_list_compositing_images)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:667(<listcomp>)
        2    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:664(__init__)
        2    0.000    0.000    0.000    0.000 {method 'randn' of 'numpy.random.mtrand.RandomState' objects}
      171    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1761(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:921(set_alpha)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3075(ndim)
       44    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:747(get_transform)
       21    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:438(__exit__)
      144    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2245(_any_dispatcher)
       52    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\font_manager.py:1116(get_default_size)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:212(axes)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1093(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1292(_check_1d)
       24    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:808(<genexpr>)
      114    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\path.py:235(simplify_threshold)
        1    0.000    0.000    0.154    0.154 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2665(draw)
      6/4    0.000    0.000    0.021    0.005 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:607(__get__)
       59    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:284(get_edgecolor)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:849(update_from_path)
       28    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(round_)
        1    0.000    0.000    0.003    0.003 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:611(_init_axis)
       21    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1685(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:188(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:1037(<listcomp>)
      111    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:194(_reshape_dispatcher)
        8    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
        2    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:746(draw)
        1    0.000    0.000    0.006    0.006 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2154(_unmultiplied_rgba8888_to_premultiplied_argb32)
       26    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1841(_str_lower_equal)
       13    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2694(get_transformed_points_and_affine)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:544(get_wrap)
        4    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend_handler.py:72(update_prop)
       28    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3628(round_)
       38    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:254(get)
